-443.078674|-39.141754
-34.371571|-153.608307
476.176544|-3.552962
-121.818558|91.368492
-62.790932|223.760025
274.714203|49.397057
-479.940796|384.171722
162.013046|176.451797
36.743500|155.037552
235.266266|231.019119
326.385162|-219.136703
158.017578|-64.206985
-160.518524|-489.794739
105.502914|-411.978546
-106.474037|434.874084
-185.683609|51.898594
56.943058|330.977875
434.508728|459.578613
253.909134|432.277435
56.871792|-398.300446
133.978882|-161.902893
-453.945099|-138.924820
-62.202553|-378.721680
-203.663727|265.870850
270.145447|-269.235199
-482.299438|-98.900993
167.963821|-82.434792
-31.076187|83.781441
321.345856|-115.616409
-308.859619|151.818771
-484.969147|-74.495262
-30.688734|237.412323
-84.774490|-180.468399
109.347038|435.658997
56.701511|289.578491
99.949226|475.326874
30.017973|74.439972
-49.366413|116.854836
79.553925|287.061493
23.786757|-199.536850
458.343567|-322.240997
-284.611694|139.490082
-124.328835|374.548523
332.082916|-96.125328
-487.375977|213.850708
-434.449158|225.316528
352.087524|174.449814
92.738564|-301.780273
251.061935|317.584351
-324.950500|472.294281
-59.102848|37.088470
260.012512|-344.721375
38.226109|55.263348
-309.894348|-185.842957
-42.316746|218.687805
280.748383|-252.349380
312.197174|314.502594
56.342274|149.245926
-291.772186|-372.171967
-17.968016|-464.175293
-462.278687|-341.751495
-180.836761|-27.491777
396.102722|469.850647
-197.705139|336.806976
343.200439|-418.363220
256.540070|-232.302551
-3.793717|-281.030060
114.328583|28.509991
-335.219727|494.304199
-13.556185|-374.028473
-325.970001|-152.451843
-259.052490|346.027252
-227.461197|38.657948
-386.495331|64.924255
-40.575970|191.803345
-30.654095|-397.874756
419.221191|-483.536316
-473.399780|264.635620
64.996307|-1.956972
413.820038|-87.892540
83.502754|225.894135
-303.969421|-393.411285
-77.707405|50.645180
-323.926147|274.968536
394.803436|229.464798
-306.737610|-448.644958
-160.188766|-26.504255
340.510437|-51.927277
-398.294525|190.104095
331.186646|1.023581
38.501144|-155.929352
404.747742|-468.124359
99.796730|-457.681396
415.617493|-210.650146
245.276688|145.276749
454.498199|119.990448
170.414352|420.605408
233.399521|-338.766815
129.699219|438.679688
-208.514740|198.687180
44.640072|-493.781525
369.292023|-212.322769
96.010239|369.679840
-210.553391|156.508728
110.195236|-475.618713
-452.159119|0.381519
478.411743|-368.727356
-472.123322|-245.102234
-306.451416|-9.237705
-489.441833|58.714336
35.530830|-387.825836
-439.566284|-285.192383
116.220490|-100.269234
-418.884247|-436.331757
331.119629|109.920609
-141.462936|-484.186279
35.424030|132.803329
-252.653610|241.429794
-75.541611|-412.748718
347.279358|418.573792
173.269577|286.335388
374.346039|28.340057
85.699837|-168.895996
57.091503|268.695435
101.471268|453.978668
-139.543091|-417.401123
-441.551697|165.688995
-280.222076|248.552765
461.227051|350.449463
27.790394|297.534760
145.344925|-269.264221
274.605377|433.798218
-468.034332|-154.311996
4.320984|449.796936
-298.714600|433.646484
-71.138222|-99.365387
54.384480|-476.162537
-259.506958|149.039352
-385.383575|-266.838867
-322.566223|174.292923
-162.300156|-92.103973
-32.726757|-199.562180
-368.405701|-195.072403
-423.333588|-199.477783
391.371796|164.797638
-15.402537|430.704742
-85.629105|431.628967
-497.308075|102.029778
-104.681572|174.411301
430.870636|-448.440948
473.832916|467.136963
360.826447|-428.802765
-269.706757|51.278259
-229.674988|-421.385162
257.630646|-125.863441
-382.095703|386.143555
443.692291|177.887009
232.909576|-151.886230
-436.973145|393.075226
-341.228119|-188.509079
154.635117|80.869049
-366.698822|-251.464325
-84.850426|-83.525612
157.363022|-400.287445
-465.826385|155.283661
357.745056|-382.191650
18.471096|317.022552
-208.675003|-14.419640
298.891724|-416.048828
-337.267426|-456.731903
223.594467|-378.227814
216.125031|-492.241608
-60.600346|424.635620
-320.804993|-31.796715
-95.323448|-472.554352
291.940948|-393.092804
284.131805|-153.569809
276.762238|75.495102
344.594910|345.313354
-263.065033|4.729677
142.656189|184.984055
-340.044708|225.254761
161.242905|-423.373474
58.170441|393.448883
14.694982|35.218555
-161.241501|440.700836
-225.488083|-124.503372
441.204437|-348.797211
130.642502|151.641357
-413.936249|-341.805237
311.012848|-97.353874
327.051819|438.585114
57.320953|310.403687
-433.365143|-348.224915
184.923645|83.076210
-153.271255|-467.071289
262.880951|264.886719
-13.234989|248.781036
-16.175186|482.370422
275.480011|96.015221
265.739563|-10.848737
401.728882|264.966370
269.535645|-56.799763
454.643829|290.842651
297.161224|17.825754
-227.541321|-263.578400
212.601410|471.817566
-330.499756|367.061646
183.817352|482.296112
-416.753296|498.824982
-84.516403|380.726776
-96.162338|42.033794
-52.910053|-196.063385
159.490860|-364.286621
-40.934322|-249.973511
481.824860|340.370422
254.036743|194.281357
-246.748306|-469.340973
-451.511078|-173.811462
161.536850|13.786757
276.079071|-203.653641
-49.945808|332.864899
391.072876|-232.860779
168.195526|-442.661560
-57.204449|-149.700943
-152.250168|-177.426620
355.327820|270.892822
405.281708|488.746124
288.106628|113.869362
-241.583450|-17.100821
-414.390442|306.084686
116.118942|396.998932
422.106598|268.036377
-0.849402|385.855316
-297.209381|-259.306213
-6.080057|267.582245
-304.101837|51.236156
-418.384949|-296.621307
302.152649|87.770752
-356.542908|-44.599224
457.990387|-285.256470
-315.910675|-430.321289
-452.832886|378.783722
-62.505707|248.736160
-29.650005|107.255966
-315.171753|-467.609406
-486.982666|164.255844
266.757202|-384.210297
179.558685|-324.245148
-479.615051|234.433426
242.550262|413.507446
-316.323730|-266.444427
484.911530|409.808441
-43.077290|67.280922
284.732086|-42.819916
304.692169|457.199158
42.170021|-28.168459
-325.238159|-393.174042
63.899570|-417.407135
-68.532425|-318.664886
-157.901306|349.692932
382.013580|-144.327652
-282.467316|-301.436188
-142.776703|-36.755913
-315.894348|-60.843029
351.646515|-256.920929
-60.625282|-430.145233
312.087524|-190.449814
-167.087341|-355.621307
-436.678894|-232.796738
-342.173523|-254.202911
-58.912472|287.449951
70.013901|43.375366
-161.852417|-322.500641
-48.994644|-324.347443
-125.267334|-269.756012
-496.503906|-190.741577
-307.951477|83.329582
-96.686165|209.220749
-374.759766|477.324402
199.175858|-331.791046
-98.712120|-313.477478
203.349854|-212.617477
-159.906326|-218.317902
-150.491882|312.403473
-248.800385|190.628662
172.003265|-110.813721
50.638519|38.687275
-327.704041|-413.791351
-285.605652|-11.816838
-420.158112|-416.120483
367.000122|-410.552246
-413.121063|352.934265
-295.561554|-431.157227
291.322784|151.291977
384.910736|207.445831
-438.227814|296.405457
397.287354|-75.772514
322.395020|286.729370
-417.932068|-457.442810
